"","PID","YEAR","PROJECT_LENGTH","PROJECT_PAGE_LOCATION_STATE","CATEGORY","GOAL_IN_USD","PLEDGED_IN_USD","BACKERS_COUNT","SITE_PREDICTION","OUTCOME"
"9655",1318541802,2020,60,"CA","Art",10000,0,0,25,"failed    "
"9656",367637783,2020,60,"TX","Games",10000,12,1,47,"canceled  "
"9657",1110484305,2020,60,"TX","Film & Video",10000,0,0,36,"failed    "
"9662",2135717653,2020,30,"TX","Games",10000,88,4,65,"failed    "
"9665",1328821469,2023,30,"NY","Games",10000,100,1,49,"failed    "
"9667",1184505893,2024,30,"PA","Film & Video",10000,1,1,47,"failed    "
"9668",1939692816,2022,20,"TX","Film & Video",10000,0,0,65,"failed    "
"9673",408856175,2022,60,"NY","Comics",10000,0,0,28,"canceled  "
"9674",846213024,2021,21,"CA","Games",10000,0,0,57,"canceled  "
"9677",511166715,2020,30,"CA","Games",8043,129,3,57,"failed    "
"9679",355392238,2021,45,"CA","Film & Video",10000,645,18,42,"failed    "
"9681",599739414,2023,30,"CA","Film & Video",10000,2,2,48,"failed    "
"9691",1987958554,2024,47,"TX","Comics",10000,36,3,58,"failed    "
"9692",1212763128,2023,60,"TX","Art",10000,201,5,44,"failed    "
"9693",966857224,2022,30,"PA","Games",10000,461,10,53,"failed    "
"9696",321740905,2022,50,"CA","Comics",10000,0,0,69,"failed    "
"9698",517033860,2022,29,"CA","Games",10000,27,2,34,"canceled  "
"9700",890617041,2024,30,"PA","Games",10000,1,1,61,"canceled  "
"9706",1499205660,2022,30,"PA","Film & Video",10000,150,3,43,"failed    "
"9712",1077332901,2025,30,"TX","Games",10000,790,11,59,"failed    "
"9717",396673887,2020,30,"CA","Film & Video",10000,0,0,44,"failed    "
"9721",1581587492,2020,45,"PA","Art",10000,375,7,70,"failed    "
"9722",1713448419,2022,30,"CA","Film & Video",10000,20,1,49,"canceled  "
"9728",1053521466,2021,15,"CT","Dance",10000,15,1,36,"failed    "
"9729",2013892454,2020,30,"NY","Film & Video",10000,125,2,48,"failed    "
"9730",291932276,2024,57,"NY","Art",10000,11,2,62,"failed    "
"9731",209072580,2020,30,"CA","Games",10000,350,7,46,"failed    "
"9733",1120478808,2020,37,"TX","Games",10000,1,1,39,"failed    "
"9734",363550542,2021,29,"PA","Art",10000,0,0,41,"failed    "
"9735",1805281684,2025,30,"NY","Games",10000,503,13,40,"failed    "
"9738",548317907,2021,30,"CA","Games",10000,230,11,45,"canceled  "
"9740",1551475473,2020,30,"CA","Games",10000,191,4,57,"canceled  "
"9742",1468193809,2024,45,"CA","Art",10000,167,8,22,"canceled  "
"9743",342752796,2022,50,"CA","Art",10000,20,1,64,"failed    "
"9744",2121335005,2023,60,"CA","Film & Video",10000,625,9,25,"failed    "
"9747",1394856124,2020,30,"NY","Film & Video",10000,100,2,44,"canceled  "
"9748",1709349255,2024,30,"TX","Games",10000,106,5,47,"failed    "
"9749",96653338,2020,30,"CA","Art",10000,1,1,38,"failed    "
"9751",1751023520,2020,30,"CA","Games",10000,0,0,34,"failed    "
"9753",1651631989,2020,30,"PA","Games",10000,52,1,41,"failed    "
"9755",543389930,2020,30,"CA","Film & Video",10000,2,2,64,"failed    "
"9762",320590528,2021,30,"CA","Film & Video",10000,711,15,63,"failed    "
"9767",1034594578,2020,43,"PA","Games",10000,150,3,45,"failed    "
"9768",430454181,2021,29,"NY","Comics",10000,111,6,50,"failed    "
"9773",1383878609,2025,14,"CA","Games",10000,0,0,68,"canceled  "
"9774",1767195003,2023,30,"CA","Games",10000,26,2,58,"failed    "
"9776",397004523,2020,43,"CA","Film & Video",10000,101,2,36,"failed    "
"9777",458234188,2022,7,"CA","Film & Video",10000,85,3,42,"failed    "
"9780",1240554276,2022,14,"CA","Art",10000,200,2,25,"canceled  "
"9781",589208384,2021,22,"CA","Games",10000,60,2,43,"failed    "
"9782",1710533252,2021,30,"NY","Games",10000,31,4,30,"failed    "
"9784",939241562,2020,30,"NY","Art",10000,50,2,46,"failed    "
"9786",2038743306,2023,30,"TX","Comics",10000,58,5,44,"failed    "
"9791",1051524737,2025,35,"NY","Film & Video",10000,21,4,39,"canceled  "
"9793",1251246299,2023,18,"NY","Art",10000,193,7,55,"failed    "
"9795",1175745651,2022,30,"NY","Film & Video",10000,100,1,55,"failed    "
"9797",312739339,2023,30,"CT","Comics",10000,169,8,28,"failed    "
"9799",299519035,2024,34,"CA","Games",10000,621,40,47,"canceled  "
"9802",293364448,2024,30,"CA","Film & Video",10000,16,3,28,"canceled  "
"9804",37363801,2022,45,"TX","Games",10000,335,11,34,"failed    "
"9805",2092616217,2024,60,"NY","Games",10000,2,2,54,"suspended "
"9807",1377169294,2020,60,"CA","Film & Video",10000,0,0,39,"canceled  "
"9809",699655944,2020,60,"CA","Film & Video",10000,0,0,34,"failed    "
"9810",1215375575,2020,30,"NY","Games",10000,0,0,30,"failed    "
"9812",1747330486,2020,30,"CA","Film & Video",1219,0,0,47,"failed    "
"9813",379813156,2020,55,"CA","Film & Video",10000,0,0,31,"failed    "
"9814",813295980,2022,30,"TX","Film & Video",10000,0,0,46,"failed    "
"9815",32885323,2024,30,"CA","Art",10000,132,10,37,"failed    "
"9816",1008619519,2020,31,"TX","Film & Video",10000,425,8,52,"failed    "
"9818",1215877771,2021,60,"NY","Games",10000,550,7,30,"failed    "
"9823",2017141937,2020,45,"PA","Film & Video",10000,250,1,30,"failed    "
"9825",742493286,2025,20,"TX","Art",10000,1,1,47,"failed    "
"9832",1393114730,2021,35,"TX","Games",10000,469,17,56,"canceled  "
"9834",606712283,2022,30,"NY","Film & Video",10000,0,0,52,"failed    "
"9835",455313344,2024,60,"NY","Film & Video",10000,15,6,33,"failed    "
"9836",1141912606,2021,60,"CA","Film & Video",10000,31,2,51,"failed    "
"9838",284597408,2020,21,"CA","Film & Video",10000,0,0,27,"failed    "
"9846",156209603,2020,30,"CA","Film & Video",10000,0,0,38,"failed    "
"9848",92600988,2024,60,"CA","Film & Video",10000,281,5,46,"failed    "
"9849",1650369188,2021,30,"CA","Art",10000,3,3,43,"failed    "
"9853",634623958,2020,54,"PA","Film & Video",10000,0,0,46,"failed    "
"9859",1558604455,2023,30,"NY","Film & Video",10000,11,2,54,"failed    "
"9860",1142785854,2022,30,"TX","Film & Video",10000,501,9,57,"canceled  "
"9861",1820128518,2020,60,"NY","Film & Video",10000,20,2,35,"failed    "
"9865",2126899160,2020,30,"PA","Games",10000,0,0,35,"canceled  "
"9866",515446706,2020,44,"NY","Art",10000,760,9,50,"canceled  "
"9870",1198297134,2023,60,"NY","Film & Video",10000,11,2,57,"failed    "
"9871",2096430962,2022,30,"PA","Film & Video",10000,0,0,24,"failed    "
"9873",1596282328,2020,45,"CA","Games",10000,342,7,52,"failed    "
"9874",1387288840,2023,30,"CA","Film & Video",10000,232,3,45,"failed    "
"9875",131280769,2024,60,"CA","Film & Video",10000,251,2,31,"failed    "
"9879",1670762456,2022,30,"TX","Dance",10000,1,1,49,"failed    "
"9883",1528603011,2023,60,"PA","Games",10000,251,2,46,"failed    "
"9885",2057456383,2020,36,"NY","Games",10000,221,2,60,"failed    "
"9886",1196358750,2020,30,"TX","Film & Video",10000,25,1,63,"failed    "
"9887",25828679,2020,21,"PA","Games",10000,60,8,55,"failed    "
"9889",1468292144,2025,30,"CA","Art",10000,1,1,49,"failed    "
"9892",1683653197,2021,30,"PA","Games",10000,905,12,55,"failed    "
"9893",1492783130,2022,50,"CA","Film & Video",10000,0,0,53,"canceled  "
"9896",1081757264,2024,60,"CA","Games",10000,37,6,52,"failed    "
"9900",594104551,2023,30,"CA","Film & Video",10000,11,2,46,"failed    "
"9908",260071581,2021,30,"CA","Games",10000,211,7,54,"failed    "
"9914",180613938,2024,60,"NY","Games",10000,95,6,58,"failed    "
"9916",568117989,2021,30,"CA","Film & Video",10000,26,2,38,"failed    "
"9918",1899296668,2021,30,"CA","Art",10000,1,1,54,"canceled  "
"9920",272542731,2021,30,"CA","Film & Video",10000,0,0,30,"failed    "
"9922",2105265812,2023,30,"NY","Film & Video",10000,662,11,50,"failed    "
"9925",1212443176,2021,30,"TX","Comics",10000,130,3,32,"failed    "
"9926",576150117,2023,50,"CA","Games",10000,164,6,48,"failed    "
"9929",443079172,2025,30,"CA","Film & Video",10000,76,3,71,"failed    "
"9930",542101138,2023,60,"TX","Film & Video",10000,855,15,46,"failed    "
"9932",491607929,2021,60,"NY","Comics",10000,27,3,40,"failed    "
"9933",2135833283,2020,30,"PA","Film & Video",10000,20,1,39,"failed    "
"9936",80920360,2024,45,"CA","Games",10000,203,5,47,"canceled  "
"9938",298160534,2020,15,"NY","Film & Video",10000,0,0,57,"failed    "
"9941",961733061,2022,60,"CA","Games",10000,546,4,52,"canceled  "
"9946",1483002111,2025,60,"TX","Film & Video",10000,0,0,53,"canceled  "
"9952",1597408793,2021,50,"NY","Film & Video",10000,0,0,71,"canceled  "
"9953",1008596379,2020,30,"NY","Games",10000,0,0,42,"failed    "
"9954",1393736807,2021,20,"CA","Film & Video",10000,50,2,45,"canceled  "
"9955",1025089614,2025,30,"CA","Games",10000,1,1,55,"canceled  "
"9956",66867709,2020,27,"NY","Film & Video",10000,301,2,36,"failed    "
"9959",1386398522,2021,30,"TX","Games",10000,0,0,50,"failed    "
"9960",927907903,2022,35,"CA","Film & Video",10000,5,1,43,"failed    "
"9961",1461287681,2020,35,"CA","Film & Video",10000,25,1,43,"failed    "
"9962",604040341,2023,30,"CA","Film & Video",7064,33,2,46,"failed    "
"9964",1718741148,2020,17,"PA","Games",10000,1,1,36,"failed    "
"9966",1760786456,2021,30,"TX","Games",10000,822,16,28,"failed    "
"9967",485242478,2022,30,"CA","Games",10000,25,1,39,"canceled  "
"9969",1512525171,2021,30,"CA","Comics",10000,30,4,44,"failed    "
"9970",823309826,2020,45,"NY","Games",10000,10,1,70,"failed    "
"9972",462343246,2022,33,"CA","Film & Video",10000,11,2,61,"failed    "
"9974",407054564,2024,26,"CA","Art",10000,2,2,46,"failed    "
"9976",903616158,2023,37,"TX","Games",10000,450,11,46,"failed    "
"9978",1758756246,2021,30,"CA","Art",10000,200,2,62,"failed    "
"9988",1853268135,2021,60,"CA","Film & Video",10000,27,4,29,"failed    "
"9990",33171135,2020,20,"NY","Art",10000,0,0,52,"failed    "
"9992",514060796,2021,27,"CA","Film & Video",10000,126,5,48,"failed    "
"9993",1722150282,2024,30,"TX","Games",10000,3,3,51,"suspended "
"9994",747028717,2020,60,"NY","Art",10000,11,4,52,"failed    "
"10001",1540066385,2020,43,"NY","Film & Video",10000,25,1,44,"failed    "
"10002",685791751,2023,60,"CT","Art",10000,1,1,50,"failed    "
"10003",80129893,2025,30,"CA","Games",10000,621,25,57,"canceled  "
"10006",140832035,2021,30,"NY","Film & Video",10000,117,4,40,"failed    "
"10007",230064214,2024,60,"CA","Film & Video",10000,4,4,48,"failed    "
"10009",1327850535,2021,39,"CA","Art",10000,155,3,48,"failed    "
"10015",1839823229,2023,28,"PA","Film & Video",10000,599,11,59,"canceled  "
"10016",771979273,2025,45,"PA","Games",10000,302,7,62,"failed    "
"10022",1803460938,2022,13,"NY","Film & Video",10000,970,14,92,"canceled  "
"10026",1213723611,2020,30,"CA","Film & Video",10000,160,7,51,"failed    "
"10030",906429557,2023,60,"PA","Film & Video",10000,1,1,48,"failed    "
"10040",369515324,2020,30,"TX","Film & Video",10000,200,1,41,"failed    "
"10041",1590134352,2023,30,"CA","Film & Video",10000,425,14,35,"failed    "
"10043",480294586,2022,30,"TX","Games",10000,125,4,47,"failed    "
"10044",124140220,2024,60,"CA","Art",10000,1,1,60,"failed    "
"10049",1719932716,2020,30,"TX","Games",10000,63,3,51,"failed    "
"10051",1229351430,2021,30,"CA","Games",10000,860,12,61,"failed    "
"10053",1786865002,2022,30,"CA","Comics",10000,239,10,62,"failed    "
"10056",1227240544,2020,30,"NY","Art",10000,0,0,65,"canceled  "
"10060",1156987482,2021,30,"CA","Film & Video",10000,0,0,35,"failed    "
"10062",485581153,2022,60,"CA","Games",10000,0,0,51,"failed    "
"10063",527856497,2022,60,"CA","Art",10000,22,1,50,"canceled  "
"10065",1624130653,2024,58,"NY","Comics",10000,1,1,69,"canceled  "
"10066",210573985,2021,14,"CA","Art",10000,0,0,34,"canceled  "
"10067",1147896487,2022,14,"TX","Games",10000,0,0,46,"canceled  "
"10068",1032908534,2020,30,"CA","Art",10000,0,0,29,"canceled  "
"10072",1789702414,2024,45,"PA","Games",10000,490,23,40,"failed    "
"10074",706727959,2020,42,"CA","Games",10000,993,33,51,"canceled  "
"10076",1940545100,2020,30,"NY","Dance",10000,161,6,62,"failed    "
"10077",956893756,2020,32,"CT","Art",10000,766,15,51,"failed    "
"10078",864782219,2020,58,"TX","Art",10000,0,0,58,"failed    "
"10080",733503648,2023,30,"PA","Games",10000,11,2,55,"canceled  "
"10082",282193124,2020,60,"TX","Film & Video",10000,0,0,39,"failed    "
"10083",2065366148,2021,60,"TX","Art",10000,20,1,32,"failed    "
"10084",1665378384,2020,45,"TX","Film & Video",10000,0,0,44,"canceled  "
"10085",1550872653,2021,45,"TX","Games",10000,250,1,47,"failed    "
"10089",1729687646,2020,30,"NY","Film & Video",10000,0,0,48,"failed    "
"10090",675622083,2022,30,"CA","Film & Video",10000,0,0,47,"canceled  "
"10094",863924803,2021,60,"CA","Games",10000,278,10,44,"failed    "
"10101",1332767796,2021,30,"PA","Games",10000,121,4,46,"failed    "
"10104",1082299979,2020,39,"TX","Games",10000,100,3,30,"failed    "
"10108",1186048146,2021,15,"NY","Games",10000,0,0,63,"failed    "
"10112",185711513,2021,40,"CA","Games",10000,534,28,57,"failed    "
"10113",470471386,2021,45,"TX","Games",10000,115,3,42,"failed    "
"10116",732960088,2020,21,"PA","Film & Video",10000,180,5,47,"failed    "
"10117",833924876,2025,60,"NY","Art",10000,354,6,77,"failed    "
"10118",108837948,2023,15,"CA","Film & Video",10000,11,2,72,"failed    "
"10119",483202727,2020,60,"CA","Games",10000,29,2,47,"canceled  "
"10120",1666436561,2020,40,"CA","Film & Video",10000,0,0,34,"failed    "
"10122",1358728395,2024,30,"CA","Games",10000,0,0,44,"canceled  "
"10126",1237559218,2025,30,"TX","Games",10000,692,13,49,"failed    "
"10129",1844394307,2025,30,"TX","Film & Video",10000,191,7,44,"failed    "
"10130",2141955873,2020,30,"NY","Games",10000,0,0,47,"failed    "
"10134",1273238668,2021,30,"NY","Art",10000,21,3,50,"failed    "
"10135",790975680,2021,30,"CA","Games",10000,169,3,52,"canceled  "
"10138",1569435575,2024,30,"PA","Games",10000,127,4,21,"failed    "
"10140",1585126260,2021,60,"PA","Film & Video",10000,1,1,66,"failed    "
"10143",1635444926,2022,30,"CA","Film & Video",10000,5,1,66,"failed    "
"10145",1208730736,2021,30,"PA","Film & Video",10000,0,0,71,"failed    "
"10146",660302821,2020,30,"CA","Film & Video",10000,1,1,32,"failed    "
"10148",219938201,2020,28,"CA","Games",10000,31,6,39,"failed    "
"10150",1157919149,2020,30,"CA","Games",10000,20,3,56,"failed    "
"10152",425412000,2020,30,"TX","Games",10000,124,8,39,"failed    "
"10153",1584459023,2020,59,"NY","Dance",10000,0,0,45,"canceled  "
"10155",1616615853,2024,60,"CA","Film & Video",10000,1,1,48,"failed    "
"10158",646940707,2024,60,"NY","Art",10000,1,1,60,"canceled  "
"10160",2142753302,2020,31,"CA","Art",10000,22,3,54,"failed    "
"10165",54161432,2023,60,"CA","Film & Video",10000,0,0,42,"canceled  "
"10168",1720291324,2021,30,"TX","Games",10000,219,12,10,"failed    "
"10173",1445167663,2023,30,"PA","Games",10000,184,14,59,"failed    "
"10174",231144857,2022,27,"CA","Film & Video",10000,15,1,52,"failed    "
"10176",1069340162,2024,31,"PA","Film & Video",10000,121,4,57,"failed    "
"10179",1948664273,2021,31,"CA","Film & Video",10000,150,2,56,"failed    "
"10180",557694371,2022,40,"TX","Games",10000,71,5,48,"failed    "
"10182",1869756624,2020,7,"CA","Film & Video",10000,0,0,58,"failed    "
"10184",535613069,2025,14,"CA","Film & Video",10000,6,2,52,"failed    "
"10187",2120957675,2022,60,"CA","Film & Video",10000,167,6,55,"failed    "
"10192",1666764222,2020,45,"TX","Games",10000,0,0,40,"failed    "
"10194",1231840353,2020,30,"CT","Art",10000,0,0,42,"canceled  "
"10195",1983927137,2022,30,"TX","Games",10000,135,3,87,"canceled  "
"10196",1157002535,2020,30,"NY","Film & Video",7228,0,0,35,"failed    "
"10198",907727718,2020,30,"NY","Film & Video",10000,37,2,43,"failed    "
"10199",1740418136,2020,30,"TX","Comics",10000,2,2,42,"failed    "
"10202",1126862551,2020,30,"NY","Art",10000,0,0,31,"failed    "
"10205",393825408,2024,60,"CA","Film & Video",10000,97,6,41,"failed    "
"10206",667666872,2023,30,"TX","Film & Video",10000,76,2,38,"failed    "
"10208",1447433054,2022,20,"CA","Film & Video",10000,0,0,62,"failed    "
"10209",1015094448,2023,30,"CA","Games",10000,221,7,49,"failed    "
"10212",994611292,2024,30,"PA","Games",10000,942,21,50,"canceled  "
"10216",963181444,2023,31,"TX","Film & Video",10000,2,2,78,"canceled  "
"10217",1215429248,2025,30,"CA","Film & Video",10000,1,1,32,"failed    "
"10218",172186215,2021,26,"NY","Art",10000,958,12,37,"failed    "
"10222",954644213,2020,30,"NY","Film & Video",10000,0,0,56,"failed    "
"10225",1106400095,2022,15,"NY","Comics",10000,0,0,46,"canceled  "
"10226",1714047903,2020,30,"CA","Film & Video",10000,393,11,31,"failed    "
"10227",2033268375,2025,60,"CA","Games",10000,1,1,52,"failed    "
"10228",2118803685,2021,30,"CA","Film & Video",10000,920,12,49,"canceled  "
"10229",1365679532,2024,30,"NY","Games",10000,513,29,64,"failed    "
"10231",1290709706,2025,59,"CA","Film & Video",10000,111,3,56,"failed    "
"10234",1565442620,2022,14,"CA","Film & Video",10000,50,2,39,"canceled  "
"10237",1181032283,2023,60,"CA","Film & Video",10000,0,0,54,"failed    "
"10239",1139363080,2022,28,"CA","Film & Video",10000,1,1,40,"failed    "
"10244",1860461333,2023,31,"TX","Games",10000,471,18,50,"canceled  "
"10246",1744258192,2020,40,"CA","Games",10000,435,8,50,"failed    "
"10247",1696863274,2025,30,"TX","Games",10000,2,2,50,"failed    "
"10251",2144255160,2020,30,"TX","Art",10000,120,4,51,"failed    "
"10252",930190781,2022,30,"NY","Film & Video",10000,1,1,47,"failed    "
"10255",826901459,2020,44,"PA","Film & Video",10000,175,2,39,"failed    "
"10264",1924673588,2022,30,"NY","Film & Video",10000,0,0,52,"failed    "
"10265",1197226876,2022,60,"CA","Film & Video",10000,25,4,40,"suspended "
"10266",198033148,2020,60,"TX","Comics",10000,155,4,45,"failed    "
"10267",1742623558,2023,5,"CT","Film & Video",10000,212,5,36,"failed    "
"10270",1134621149,2021,60,"NY","Games",10000,184,12,58,"failed    "
"10274",889285414,2020,30,"CA","Film & Video",10000,0,0,42,"failed    "
"10275",1949152100,2020,30,"PA","Games",10000,205,6,63,"failed    "
"10277",1189239479,2023,60,"TX","Comics",10000,152,4,61,"canceled  "
"10280",1687129462,2022,60,"TX","Games",10000,0,0,55,"failed    "
"10281",869292767,2020,33,"TX","Games",10000,43,7,45,"failed    "
"10283",1495361639,2025,30,"NY","Games",10000,26,2,51,"failed    "
"10284",404960147,2023,30,"PA","Art",10000,1,1,43,"failed    "
"10285",2126886619,2021,30,"CA","Film & Video",10000,0,0,17,"failed    "
"10286",965758387,2021,30,"CA","Games",10000,12,3,38,"failed    "
"10288",288113380,2021,30,"CT","Film & Video",10000,0,0,29,"canceled  "
"10289",112912475,2024,60,"PA","Film & Video",10000,1,1,47,"failed    "
"10294",1055744488,2021,51,"CA","Film & Video",10000,11,2,45,"failed    "
"10300",1929152255,2020,33,"CA","Film & Video",10000,25,1,59,"failed    "
"10304",1617139964,2020,1,"PA","Film & Video",10000,0,0,39,"failed    "
"10305",3731484,2020,30,"CA","Film & Video",10000,0,0,33,"canceled  "
"10306",726056345,2023,30,"NY","Film & Video",10000,955,11,58,"failed    "
"10310",1663073084,2021,29,"CA","Games",10000,101,2,34,"failed    "
"10313",795081078,2021,25,"NY","Dance",10000,111,3,54,"failed    "
"10318",991993008,2020,31,"NY","Games",10000,15,1,44,"failed    "
"10322",1380347761,2025,60,"NY","Games",10000,46,3,53,"failed    "
"10323",57986275,2023,30,"CA","Film & Video",10000,2,2,48,"failed    "
"10329",1495564711,2021,30,"TX","Games",10000,5,1,73,"canceled  "
"10330",1809493778,2024,30,"NY","Film & Video",10000,16,2,58,"failed    "
"10331",1486798238,2021,30,"CA","Film & Video",10000,1,1,35,"failed    "
"10333",2144466432,2025,30,"CA","Comics",10000,79,7,47,"failed    "
"10334",1316954501,2023,20,"PA","Games",10000,1,1,53,"failed    "
"10335",863678808,2021,30,"CA","Film & Video",10000,100,1,28,"failed    "
"10340",2112448335,2023,56,"PA","Film & Video",10000,1,1,49,"canceled  "
"10341",2102735942,2020,30,"NY","Film & Video",10000,38,1,48,"canceled  "
